"","V1","V2"
"1",11.5050717132903,-4.38394330933748
"2",4.09798157555184,-4.22814507109217
"3",-12.3031435143078,2.94543432277853
"4",2.9857537318284,2.23321129695914
"5",6.13281599307842,-3.64908379916123
"6",-7.21614947929782,-11.3064391542966
"7",11.2326628362294,-5.37716271156871
"8",-1.93301145663954,-13.7027119552997
"9",-6.9791887871502,-11.261803227298
"10",13.0338030463647,1.2460371379764
"11",3.58386135347109,-9.13335895028879
"12",-0.487021456797757,14.5248352614673
"13",-5.86538175206082,-2.3602217750846
"14",-12.861778989762,0.099041037540391
"15",3.03927587136112,2.30942302811077
"16",4.64328203029796,-8.82516175567897
"17",-7.04637134420306,-10.8710618774747
"18",0.988456982796784,10.481445708131
"19",-6.72146574704124,-4.19566286344704
"20",-1.06803177999256,-12.491084829134
"21",4.58022374568977,6.88856440543969
"22",-3.37920482628774,-1.51882748758479
"23",-7.26532946593431,-0.18510894931072
"24",-5.79815700519682,-2.09987644340944
"25",-5.28859231272236,1.74470367894323
"26",-7.66773936052304,-11.3970997972434
"27",6.14403405950541,-0.305917520063798
"28",-8.46090918069946,-0.0135001726524147
"29",0.969968027731805,5.72755753943404
"30",-1.2242270081343,14.08828717261
"31",-2.49980151858971,8.68931581143017
"32",-0.993929714849418,2.62302304982515
"33",-13.0841400638162,0.493002552083504
"34",-0.679950278854961,2.9314852868446
"35",9.19734446758192,7.68373771375273
"36",1.96980405618646,-8.05389687695813
"37",8.93737498035457,4.90662904156478
"38",-4.77834576238391,-6.59527582875845
"39",-0.57202958399665,-13.973057795523
"40",4.14660706295649,2.10973431899349
"41",-0.613160394598191,-4.35875741427771
"42",-4.57307737191115,5.06156647459203
"43",-7.0539449713651,-6.7820575325266
"44",-2.20443794419473,11.8826669719741
"45",-0.445195281394762,15.1739508413121
"46",2.06188090092961,1.86454437216233
"47",-7.91450659984035,0.470226543757148
"48",0.446762599612895,11.8715290724639
"49",-14.8047746608624,-2.40683526346694
"50",-2.34850334227259,8.00004403231535
"51",9.21740564919637,9.25454962909654
"52",-9.70260728211354,7.66810393864422
"53",-6.15235077819102,3.63604521511933
"54",6.03950596142068,7.23902011512029
"55",5.48895364427367,6.51453473087163
"56",-2.67900061210819,9.51313708865264
